name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
"TORVOX 10MG 10,S",,TORRENT PHARMACEUTICALS.,,,,3001,12,,125.58,,175.8,,,
"TOZAM TAB 10,S",,TORRENT PHARMACEUTICALS.,,,,3004,12,,120.65,,168.9,,,
"TRICUTIS 200MG 10,S",,TORRENT PHARMACEUTICALS.,,,,3003,12,,80.36,,247.74,,,
TRINICALM FORTE TAB 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,14.57,,20.4,,,
TRIOLMIGHTY 40 10,,TORRENT PHARMACEUTICALS.,,,,29309040,12,,126.65,,177.14,,,
TRIOLMIGHTY-20 TAB 10S,,TORRENT PHARMACEUTICALS.,,,,29309040,12,,97.42,,136.39,,,
"TRITELSAR 40MG 10,S",,TORRENT PHARMACEUTICALS.,,,,3001,12,,94.89,,132.85,,,
"TRIVOGLITOR 2MG 10,S",,TORRENT PHARMACEUTICALS.,,,,3004,12,,165.61,,231.85,,,
ULYSES-300 10,,TORRENT PHARMACEUTICALS.,,,,30022013,5,,525.9,,690.25,,,
"UNIENZYME XT 10,S",,TORRENT PHARMACEUTICALS.,,,,2923,18,,110.51,,163,,,
"UVNIL MONT TAB 10,S",,TORRENT PHARMACEUTICALS.,,,,3004,12,,19.64,,175,,,
VALDIFF-M500 MG 15TAB,,TORRENT PHARMACEUTICALS.,,,,30049099,12,,118.32,,165.65,,,
VALPARIN 200 TAB 10 TAB,,TORRENT PHARMACEUTICALS.,,,,3004,12,,23.28,,32.59,,,
VALPARIN CHRONO 200 10 TAB,,TORRENT PHARMACEUTICALS.,,,,3004,12,,47.1,,65.94,,,
VALPARIN CHRONO 300 10 TAB,,TORRENT PHARMACEUTICALS.,,,,3004,12,,43,,60.2,,,
VALPARIN SYP 100 ML,,TORRENT PHARMACEUTICALS.,,,,3004,12,,42.14,,59,,,
VALPARIN SYP(L) 200ML,,TORRENT PHARMACEUTICALS.,,,,3004,12,,104,,145.6,,,
VELOZ 20MG TAB 15S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,146.07,,204,,,
VELOZ D TAB 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,167.5,,234.5,,,
VELOZ L 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,220.68,,308.95,,,
VELOZ M TAB. 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,85.5,,119.7,,,
VILDAMAC M 50/1000 15,,TORRENT PHARMACEUTICALS.,,,,29309040,12,,138.68,,194.15,,,
VOGLITOR MD 0.2 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,33.33,,46.66,,,
VOGLITOR MD 0.3 10S,,TORRENT PHARMACEUTICALS.,,,,3004,12,,83.13,,108,,,
XAMIC MF TAB 10S,,TORRENT PHARMACEUTICALS.,,,,3004,5,,187.66,,246.3,,,
XTPARA TAB 1000 10,,TORRENT PHARMACEUTICALS.,,,,30049099,12,,43.5,,75.35,,,
"ZEDOOTT BABY SACHT 1,S",,TORRENT PHARMACEUTICALS.,,,,30049099,12,,13.75,,19.25,,,
"ZOVIPAN DSR 10,S",,TORRENT PHARMACEUTICALS.,,,,29309040,12,,10,,125,,,
DILTIGESIC ORGANO GEL 30GM,,TROYKA,,,,29309040,12,,162.43,,227.4,,,
DYNAPAR AQ INJECTION 1ML,,TROYKA,,,,3001,12,,28.29,,39.6,,,
DYNAPAR GEL 30GM,,TROYKA,,,,3004,12,,110,,154,,,
DYNAPAR MR 010,,TROYKA,,,,3004,12,,172.5,,241.5,,,
DYNAPAR QPS SOLUTION 30ML,,TROYKA,,,,30049099,12,,235,,328.9,,,
"DYNAPAR TAB 10,S",,TROYKA,,,,3003,12,,82.15,,115,,,
"TRIKONOL FORTE 10,S",,TROYKA,,,,3003,12,,45,,63,,,
CHROMINAC-A TAB 10S,,TTK,,,,3004,12,,137.14,,192,,,
END SYP 30ML,,TTK,,,,3004,12,,20,,35,,,
EPIDOSIN INJ. 1ML,,TTK,,,,3004,12,,13.36,,18.7,,,
EPIDOSIN TAB 10S,,TTK,,,,3004,12,,20.43,,28.6,,,
GRIPE WATER(W.W.) 130ML,,TTK,,,,3003,12,,39.19,,60,,,
HIMALAYAN BATISA 100GM,,TTK,,,,3004,0,,63.1,,80,,,
HIMALAYAN BATISA 200GM,,TTK,,,,3004,0,,63.1,,80,,,
LAVITONE H SYP 100ML,,TTK,,,,3004,0,,130,,175,,,
LOC BOLUS 4TAB,,TTK,,,,3004,12,,45.3,,64,,,
OSSOMIN LIQ 5 LTR,,TTK,,,,3004,0,,720,,1220,,,
OSSOPAN D SUSP 200ML,,TTK,,,,3004,12,,128.78,,180.26,,,
"PANACUR 150MG 10,S",,TTK,,,,30042099,12,,43.62,,68,,,
SMYLAX LIQ 450ML,,TTK,,,,30049099,12,,158.35,,245,,,
TEFROLIV FORTE SYP 200 ML,,TTK,,,,3004,12,,92.14,,129,,,
TYNOR EXERCISE BALL 1PC,,TYNOR,,,,2923,18,,74.57,,135,,,
"KEPCLAV 325 TAB 6,T",,UCB INDIA PVT LTD,,,,29309040,12,,248.57,,348,,,
LE ZYNCET-10MG 10S,,UCB INDIA PVT LTD,,,,3004,12,,70.75,,99.05,,,
PREGNIDOXIN TAB 10S,,UCB INDIA PVT LTD,,,,3004,12,,40.95,,53.75,,,
XYZAL 10MG TAB 10S,,UCB INDIA PVT LTD,,,,3004,12,,89.54,,125.35,,,
XYZAL SYP 60ML,,UCB INDIA PVT LTD,,,,3004,12,,73.22,,102.5,,,
XYZAL-M TAB 10S,,UCB INDIA PVT LTD,,,,3004,12,,218.75,,306.25,,,
ATARAX 10 TAB 10S,,UNICHEME,,,,3004,12,,41.26,,57.75,,,
ATARAX 25 TAB 10S,,UNICHEME,,,,3004,12,,73.77,,103.25,,,
ATARAX DROPS 15 ML,,UNICHEME,,,,3004,12,,31.43,,44,,,
ATARAX SYP. 100 ML,,UNICHEME,,,,3004,12,,95.22,,133.25,,,
"CLONOFAST 0.5 MG 10,S",,UNICHEME,,,,3004,12,,27.6,,38.64,,,
CORVADIL A TAB 10S,,UNICHEME,,,,3004,12,,74.58,,104.41,,,
FIXX AZ 10S,,UNICHEME,,,,3004,12,,144.77,,190,,,
IZRA D 40 10 CAP,,UNICHEME,,,,3004,12,,120.71,,169,,,
KEPPRA 250MG 10S,,UNICHEME,,,,3004,12,,42.48,,59.47,,,
KEPPRA 500MG TAB 10S,,UNICHEME,,,,3004,12,,85.83,,120.16,,,
LEVTAM 500 10 TAB,,UNICHEME,,,,3004,12,,85.86,,120.2,,,
LEZYNCET SYP 30 ML,,UNICHEME,,,,3004,12,,50.57,,70.8,,,
LEZYNCET TAB 10S,,UNICHEME,,,,3004,12,,41.79,,58.5,,,
LOSAR 25MG TAB 15S,,UNICHEME,,,,3004,12,,59.54,,83.35,,,
LOSAR 50 TAB 10S,,UNICHEME,,,,3004,12,,63.86,,89.4,,,
LOSAR A TAB 10S,,UNICHEME,,,,3004,12,,215.57,,301.8,,,
LOSAR BETA 10 TAB,,UNICHEME,,,,3004,12,,90.2,,126.28,,,
LOSAR H TAB 10S,,UNICHEME,,,,3004,12,,199.29,,306.5,,,
METRIDE 1 10 TAB,,UNICHEME,,,,3004,12,,56.71,,79.4,,,
METRIDE 2 10 TAB,,UNICHEME,,,,3004,12,,78.11,,109.35,,,
METRIDE DS 1MG 10S,,UNICHEME,,,,3004,12,,51.77,,72.48,,,
METRIDE DS 2MG 10S,,UNICHEME,,,,3004,12,,71.83,,100.56,,,
METRIDE PLUS 1 10 TAB,,UNICHEME,,,,3004,12,,63.84,,82.95,,,
METRIDE PLUS 2 10 TAB,,UNICHEME,,,,3004,12,,78.5,,109.9,,,
MOPRY OINT 5GM,,UNICHEME,,,,3004,12,,63.24,,83,,,
NOOTROPIL SYP 100ML,,UNICHEME,,,,3004,12,,291.8,,408.5,,,
PREGABA M 75 10S,,UNICHEME,,,,3004,12,,273.18,,382.45,,,
SEFDIN 300MG CAP 6S,,UNICHEME,,,,3004,12,,254.34,,356,,,
SERTA 100 MG 10 TAB,,UNICHEME,,,,3004,12,,83.43,,109.5,,,
SERTA 50 TAB 10S,,UNICHEME,,,,3004,12,,140.79,,197.1,,,
SERTA TAB 25 10S,,UNICHEME,,,,3004,12,,83.57,,117,,,
TELSAR 20 10 TAB,,UNICHEME,,,,3004,12,,46.54,,65.16,,,
TELSAR 40 10 TAB,,UNICHEME,,,,3004,12,,81.11,,113.56,,,
TELSAR 80 MG. 10 TAB.,,UNICHEME,,,,3004,12,,98.91,,128.5,,,
TELSAR A TAB 10S,,UNICHEME,,,,3004,12,,210,,323,,,
TELSAR H 10 TAB,,UNICHEME,,,,3004,12,,138.55,,193.97,,,
TRIKA 0.25 TAB 15S,,UNICHEME,,,,3004,12,,14.29,,20,,,
TRIKA 0.5 TAB 15S,,UNICHEME,,,,3004,12,,57.72,,80.8,,,
TRINERGIC L 10S,,UNICHEME,,,,3004,12,,111.86,,165,,,
UNIENZYME PLUS SYP 200ML,,UNICHEME,,,,3005,18,,128.82,,190,,,
UNIENZYME PRO 10S,,UNICHEME,,,,2106,18,,107.8,,159,,,
UNIENZYME SYP 200 ML,,UNICHEME,,,,3004,12,,70,,140.5,,,
UNIENZYME TAB. 15S,,UNICHEME,,,,3004,12,,66.97,,93.75,,,
VESTOLIV 200ML 200ML,,UNICHEME,,,,3004,0,,26,,98,,,
VESTOLIV 500ML 500ML,,UNICHEME,,,,3004,0,,44,,170,,,
VIZYLAC CAP 10S,,UNICHEME,,,,3004,12,,59.79,,83.7,,,
VIZYLAC DRY SYP 60ML,,UNICHEME,,,,3004,12,,24.81,,34.73,,,
VIZYLAC RICH 10S,,UNICHEME,,,,3004,12,,131.32,,183.85,,,
VIZYLAC RICH SACHET 1GM,,UNICHEME,,,,3004,12,,10.6,,14.84,,,
XYZAL 5 TAB 15S TAB,,UNICHEME,,,,3004,12,,80.71,,113,,,
ZYRCOLD SYP 100ML,,UNICHEME,,,,3004,12,,83.05,,116.25,,,
CORRECTAL DROPS 15ML,,UNION DRUG,,,,3004,12,,39.29,,55,,,
CORRECTAL PLUS SYP 60ML,,UNION DRUG,,,,3004,12,,35.71,,50,,,
CORRECTAL PLUS TAB 10S,,UNION DRUG,,,,3004,12,,35.71,,50,,,
CORRECTAL TABLET 10*10S,,UNION DRUG,,,,3004,12,,28.57,,40,,,
DIALAC SY(L) 200ML,,UNION DRUG,,,,3004,5,,32.86,,46,,,
DIAPEPSIN COMP 100ML,,UNION DRUG,,,,3004,12,,42.86,,60,,,
DIAPEPSIN COMP 200 ML,,UNION DRUG,,,,3004,12,,60.71,,85,,,
DIAPEPSIN DROPS 15ML,,UNION DRUG,,,,3004,12,,40.93,,55,,,
DIAPEPSIN P TAB 10 TAB,,UNION DRUG,,,,3001,12,,60.71,,85,,,
DIAPEPSIN SYP 100ML,,UNION DRUG,,,,3004,12,,40.93,,55,,,
DIAPEPSIN SYP 200 ML,,UNION DRUG,,,,3004,12,,60.71,,85,,,
LIVACON SYP 200ML,,UNION DRUG,,,,3004,12,,55.8,,75,,,
RANTAC MPS LA SYP 200ML,,UNION DRUG,,,,3004,12,,128.46,,163.57,,,
STERODIN INJ. 2ML,,UNION DRUG,,,,3004,12,,35.71,,50,,,
TERBUFEN SYP 100 ML,,UNION DRUG,,,,3004,12,,48.37,,65,,,
ACOGUT 300 ER TAB 10S,,UNIQUE.,,,,3004,12,,302.15,,423,,,
ACTIBILE 150 TAB 10S,,UNIQUE.,,,,3004,5,,198.1,,260,,,
ANO METROGYL CREAME 20GM,,UNIQUE.,,,,3004,12,,95.35,,133.49,,,
CILACAR 10MG 10S,,UNIQUE.,,,,3004,12,,167.22,,234.09,,,
CILACAR 20MG TAB 10S,,UNIQUE.,,,,3004,12,,253.47,,354.83,,,
CILACAR 5MG 10S,,UNIQUE.,,,,3004,12,,50.53,,70.73,,,
CILACAR T TAB 10S,,UNIQUE.,,,,3004,12,,202.58,,283.59,,,
CLID 300MG TAB 10S,,UNIQUE.,,,,3004,5,,244.42,,297.7,,,
DROTIN SYP 100ML,,UNIQUE.,,,,3003,12,,132.31,,203.68,,,
DUOPIL 2 FORTE TAB 10S,,UNIQUE.,,,,3004,12,,72.5,,101.5,,,
FUR XT TAB 15S,,UNIQUE.,,,,3003,12,,183.21,,256.5,,,
IZRA 40MG 40MG,,UNIQUE.,,,,3003,12,,122.14,,171,,,
LULIDERM CREAM 10GM,,UNIQUE.,,,,3004,12,,114.29,,160,,,
LULILOK CREAM 30GM,,UNIQUE.,,,,3004,12,,94.06,,131.69,,,
MANKINDS KABZ END,,UNIQUE.,,,,3003,12,,71.43,,100,,,
METROGYL 200MG TAB 15S,,UNIQUE.,,,,3004,12,,14.31,,18.59,,,
METROGYL 400MG TAB 15S,,UNIQUE.,,,,3004,12,,26.73,,34.72,,,
METROGYL COMP 15S,,UNIQUE.,,,,3004,12,,54.06,,75.68,,,
METROGYL DG GEL 20GM,,UNIQUE.,,,,3004,12,,53.41,,74.76,,,
METROGYL DG LA GEL 15 GM,,UNIQUE.,,,,3004,12,,50.61,,70.85,,,
METROGYL IV 100ML,,UNIQUE.,,,,3004,12,,17.54,,23.52,,,
METROGYL P OINT 15GM,,UNIQUE.,,,,3004,12,,99.29,,139,,,
METROGYL SYP 60ML,,UNIQUE.,,,,3004,12,,26.68,,34.66,,,
MOXCLAV 375 TAB 10S,,UNIQUE.,,,,30042099,12,,206.43,,289,,,
NEUROMIN M SYP 100ML,,UNIQUE.,,,,3004,12,,209.09,,292.72,,,
NICARDIA (R)20MG TAB 10S,,UNIQUE.,,,,3004,12,,28.49,,39.88,,,
NICARDIA 5 MG. 10 CAP,,UNIQUE.,,,,3004,12,,8.43,,10.94,,,
NICARDIA CAP 10 TAB 10S,,UNIQUE.,,,,3004,12,,7.6,,10.64,,,
NICARDIA RETARD 10 10 TAB,,UNIQUE.,,,,3004,12,,8.07,,13.26,,,
NICARDIA-10 CAP,,UNIQUE.,,,,3004,12,,7.6,,10.64,,,
NOR METROGYL SYP 60ML,,UNIQUE.,,,,3004,12,,40.12,,63.89,,,
NOR METROGYL TAB 10S,,UNIQUE.,,,,3004,12,,28.37,,39.71,,,
OF 200MG TAB 10S,,UNIQUE.,,,,3004,12,,48.93,,68.5,,,
OF SYP. 60 ML.,,UNIQUE.,,,,3004,12,,33.2,,46.48,,,
OFM SUSPENSION 60ML,,UNIQUE.,,,,3004,12,,41.41,,58.11,,,
OFM SYP 30ML,,UNIQUE.,,,,3004,12,,37.77,,52.86,,,
OZAPIN MD 5MG 10S,,UNIQUE.,,,,3004,12,,42.29,,59.24,,,
"PXONIL PLUS 12.5 15,S",,UNIQUE.,,,,3004,12,,219.61,,307.46,,,
RANTAC 150 TAB 15S,,UNIQUE.,,,,3004,12,,35.21,,49.25,,,
RANTAC 300 TAB 10S,,UNIQUE.,,,,3004,12,,67.77,,94.87,,,
RANTAC D PLUS TAB 20S,,UNIQUE.,,,,3004,12,,43.67,,19,,,
RANTAC D TAB 10S,,UNIQUE.,,,,3004,12,,61,,61,,,
RANTAC INJ 2ml,,UNIQUE.,,,,3004,12,,4.56,,7.26,,,
RANTAC MPS SYP 170ML,,UNIQUE.,,,,3004,12,,112.91,,158.04,,,
RANTAC OD 300 10S,,UNIQUE.,,,,3004,12,,56.79,,79.49,,,
RANTAC RD CAP 10,,UNIQUE.,,,,29309040,12,,37.02,,51.83,,,
RANTAC SYP 100ML,,UNIQUE.,,,,3004,12,,127.25,,178.11,,,
RANTAC-DOM TAB 10S,,UNIQUE.,,,,3004,12,,43.61,,61.05,,,
RIFLUX FORTE TAB 15S,,UNIQUE.,,,,3004,12,,60.36,,84.5,,,
TG GOAL 145 10S,,UNIQUE.,,,,3004,12,,180.94,,253.31,,,
TRIOFLAM TAB 10S,,UNIQUE.,,,,3003,12,,84.86,,118.8,,,
AMINOFIT TAB 10S,,UNIVERSAL MEDICARE.,,,,3004,12,,124.52,,174.33,,,
CLOBEVENT GM LOTION 25ML 25ML,,UNIVERSAL MEDICARE.,,,,3004,12,,25,,78,,,
COLLAFLEX SACHET 10.2 GM 10.2G,,UNIVERSAL MEDICARE.,,,,3004,18,,98.98,,146,,,
ICE GEL 25 GM,,UNIVERSAL MEDICARE.,,,,3004,12,,39.94,,55.91,,,
MEGA FREE FLEX 10S,,UNIVERSAL MEDICARE.,,,,3004,12,,338.03,,473.24,,,
"PREGAVENT NT 10,S",,UNIVERSAL MEDICARE.,,,,3004,12,,28.57,,181.5,,,
PRIMOSA 1000MG CAP 10S,,UNIVERSAL MEDICARE.,,,,2106,18,,366.11,,540,,,
PRIMOSA 500MG CAP 15S,,UNIVERSAL MEDICARE.,,,,3004,18,,246.46,,345,,,
CARAMIN CAP 10S,,UNIVERSAL PHARMACON,,,,2106,18,,78.1,,128,,,
CARMIST E/D 10ML,,UNIVERSAL PHARMACON,,,,3004,12,,77.14,,120,,,
HYDROLAC E/D 10ML,,UNIVERSAL PHARMACON,,,,3004,12,,115.71,,180,,,
I-NEPH DROP 5ML,,UNIVERSAL PHARMACON,,,,3004,12,,88.71,,138,,,
PREDNIWAY E/D 10ML,,UNIVERSAL PHARMACON,,,,3004,12,,22.5,,35,,,
TIMOWAY E/D 5ML 5ML,,UNIVERSAL PHARMACON,,,,3004,12,,38.57,,60,,,
WAYMOX DM E/D 5ML,,UNIVERSAL PHARMACON,,,,3004,12,,51.43,,80,,,
WAYMOX E/D 5ML,,UNIVERSAL PHARMACON,,,,3004,12,,56.41,,88,,,
AB GAUGE (SURGICAL0) 1,,UNIZA,,,,3004,5,,28.8,,240,,,
AMPOXIN 500 MG CAP 15S,,UNIZA,,,,3004,12,,84.29,,118,,,
ATAREX DROP 15ML,,UNIZA,,,,3004,12,,54.64,,76.5,,,
AVANAIR 200 TAB 4,,UNIZA,,,,3004,12,,228.57,,320,,,
BETACAP 10 MG TAB 10S,,UNIZA,,,,3004,12,,10.48,,14.67,,,
BYZYME 100 ML PINEAPPLE 100ML,,UNIZA,,,,3004,12,,18.12,,105.85,,,
BYZYME SYP 200ML,,UNIZA,,,,3004,12,,25.16,,228.8,,,
CLOBA NT 5MG TAB 10S,,UNIZA,,,,3004,12,,68.76,,96.26,,,
CYPON CAP 10S,,UNIZA,,,,3004,12,,30.72,,43,,,
DART TAB 15S,,UNIZA,,,,3004,12,,38.59,,54,,,
DISPERZYME TAB 10S,,UNIZA,,,,3004,12,,427.14,,598,,,
DISPOVAN 3ML 1PC,,UNIZA,,,,3001,12,,2,,9.5,,,
DUZELA M 20MG CAP 10S,,UNIZA,,,,3004,12,,124.29,,174,,,
ENDOCARE EXAM GLOVES M 100 PIS,,UNIZA,,,,3004,12,,2.14,,12,,,
FLUTIVATE CREAM 10GM,,UNIZA,,,,3004,12,,242.14,,339,,,
FOLITRAX 10MG 10S,,UNIZA,,,,3004,5,,54.08,,70.98,,,
GAS O FAST IEERA 1,,UNIZA,,,,3004,12,,7.15,,10,,,
HALOVATE S ONIT 10GM,,UNIZA,,,,3004,12,,235.71,,330,,,
HEXIDINE MOUTHWASH 160ML,,UNIZA,,,,3004,12,,94.44,,132.2,,,
JUSTOZA M 10/500 TAB 10S,,UNIZA,,,,3004,12,,141.99,,198.78,,,
KENIZA SOAP 75G,,UNIZA,,,,3004,18,,81.36,,120,,,
"L HIST MONT TAB 15,S",,UNIZA,,,,3001,12,,22.6,,250,,,
"L HIST TAB 10,S",,UNIZA,,,,3001,12,,7.5,,88,,,
LACRIGEL 5GM,,UNIZA,,,,3004,12,,78.57,,110,,,
LITEZA 20GM 20GM,,UNIZA,,,,3001,12,,142.14,,199,,,
MEGA FLEXON TAB 10S,,UNIZA,,,,3004,12,,74.29,,104,,,
METOCARD XL,,UNIZA,,,,3004,12,,33.6,,47.04,,,
METOSARTAN 25 MG TAB 10S,,UNIZA,,,,3004,12,,135,,189,,,
MYLAMIN CP 10S,,UNIZA,,,,3004,12,,48.75,,68.25,,,
NEXOVAS 20 TAB 10S,,UNIZA,,,,3004,12,,203.04,,284.25,,,
PANTIN D TAB 10S,,UNIZA,,,,3004,12,,71.36,,99.9,,,
PARNIL 2MG TAB 10S,,UNIZA,,,,3004,12,,10.88,,15.23,,,
PETRIL BETA 20 TAB 15S,,UNIZA,,,,3004,12,,81.43,,114,,,
PROP 10 TAB 10S,,UNIZA,,,,3004,12,,9.36,,13.1,,,
QUGEST SR200 TAB 10S,,UNIZA,,,,3004,12,,296.62,,415.27,,,
REJUNEX PLUS NF,,UNIZA,,,,3004,12,,120,,168,,,
RIDAZIN 10 MG TAB 10S,,UNIZA,,,,3004,12,,22.86,,32,,,
SILODAL 8MG 10S,,UNIZA,,,,3004,12,,227.86,,319,,,
SUGARFREE POWDER GOLD 100GM,,UNIZA,,,,3004,12,,110.36,,150,,,
SYNAPTOL SR 450 10S,,UNIZA,,,,3004,12,,272.86,,382,,,
TELVAS H 80/12.5 MG TAB 10S,,UNIZA,,,,3004,12,,125,,175,,,
DALACIN C 300 MG 8 CAP,,UPJON PHARMACIA LTD.,,,,3004,5,,244.34,,297.6,,,
DEPO MEDROL 40 INJ 1 ML,,UPJON PHARMACIA LTD.,,,,3004,12,,54.28,,70.53,,,
DEPO MEDROL 40 INJ 2 ML,,UPJON PHARMACIA LTD.,,,,3004,12,,71.76,,93.24,,,
MEDROL 16 MG 14 TAB,,UPJON PHARMACIA LTD.,,,,3004,12,,108.31,,151.64,,,
MEDROL 4 MG 10 TAB,,UPJON PHARMACIA LTD.,,,,3004,12,,41.07,,57.5,,,
"ALEGON BOLUS TAB 1,S",,USV LIMITED.,,,,29309040,12,,7.5,,19,,,
AMLOPIN 5 10 TAB,,USV LIMITED.,,,,3004,12,,18.96,,26.54,,,
AMLOPIN AT 10 TAB,,USV LIMITED.,,,,3004,12,,46.07,,64.5,,,
AMLOPIN M 25 TAB 1*10S,,USV LIMITED.,,,,3004,12,,51.07,,71.5,,,
AMLOPIN-M 50 TAB 10S,,USV LIMITED.,,,,3004,12,,63.93,,89.5,,,
ANGISPAN TR 6.5 *** 25 TAB,,USV LIMITED.,,,,3004,12,,132.63,,174.08,,,
ANOVATE OINT. 20GM,,USV LIMITED.,,,,3004,12,,65.54,,91.75,,,
AQUASOL A CAP 30S,,USV LIMITED.,,,,3004,12,,25.54,,35.75,,,
"BEMEZY TABLET 10,S",,USV LIMITED.,,,,3004,12,,228.57,,320,,,
CLOPIGREL 75 MG 10 TAB,,USV LIMITED.,,,,3004,12,,50.4,,70.56,,,
D-RISE 2000 CAP 10S,,USV LIMITED.,,,,3004,12,,49.46,,64.25,,,
D-RISE 60K 4S,,USV LIMITED.,,,,3004,12,,88.7,,124.19,,,
D-RISE SUCHET 1GM,,USV LIMITED.,,,,3004,12,,21.78,,30.5,,,
DEROBIN OINT. 30GM,,USV LIMITED.,,,,3004,12,,99.64,,139.5,,,
DIATAAL 15 CAP,,USV LIMITED.,,,,3004,12,,59.46,,83.25,,,
DIATAAL-D CAP 10S,,USV LIMITED.,,,,3004,12,,61.61,,86.25,,,
DOXY-1 L-DR CAP 8S,,USV LIMITED.,,,,3004,12,,58.22,,81.51,,,
DREGO TAB 10S,,USV LIMITED.,,,,3004,12,,61.52,,80.75,,,
DREGO-D CAP 10S,,USV LIMITED.,,,,3004,12,,64.11,,89.75,,,
DUOTROL TAB 10S,,USV LIMITED.,,,,3004,12,,20.78,,27,,,
ECOSPIRIN AV 150 10S,,USV LIMITED.,,,,3004,12,,46.09,,61.45,,,
ECOSPIRIN AV 150/20 10S,,USV LIMITED.,,,,3004,12,,32.4,,43.25,,,
ECOSPIRIN AV 75 10S,,USV LIMITED.,,,,3004,12,,48.97,,65.3,,,
ECOSPIRIN AV 75/20 10S,,USV LIMITED.,,,,3004,12,,53.44,,71.25,,,
ECOSPIRIN GOLD 10MG 1*10S,,USV LIMITED.,,,,3004,12,,98.44,,131.25,,,
ECOSPIRIN GOLD 20 15S,,USV LIMITED.,,,,3004,12,,139.51,,186,,,
ECOSPRIN 150MG TAB 14S,,USV LIMITED.,,,,3004,12,,8.57,,11.13,,,
ECOSPRIN 325MG TAB 14S,,USV LIMITED.,,,,3004,12,,8.81,,11.45,,,
ECOSPRIN 75 TAB 14S,,USV LIMITED.,,,,3004,12,,4.22,,5.49,,,
"ECOSPRIN AV 75/40 10,S",,USV LIMITED.,,,,3004,12,,157.5,,210,,,
ERYTOP GEL 20GM,,USV LIMITED.,,,,3004,5,,92.19,,121,,,
GLYCOMET SR1 GM 10 TAB,,USV LIMITED.,,,,3004,12,,45.49,,60.65,,,
GLYCOMET 1000 TB,,USV LIMITED.,,,,3004,12,,47.22,,66.1,,,
GLYCOMET 250 10 TAB,,USV LIMITED.,,,,3004,12,,7.56,,9.82,,,
GLYCOMET 500 SR 10 TAB,,USV LIMITED.,,,,3004,12,,31.43,,44,,,
GLYCOMET 500 TAB 10S,,USV LIMITED.,,,,3004,12,,14.57,,20.4,,,
GLYCOMET 850MG TAB 10 TAB,,USV LIMITED.,,,,3004,12,,21.43,,30,,,
GLYCOMET GP 0.5 FORTE 10S,,USV LIMITED.,,,,3004,12,,42.32,,59.25,,,
GLYCOMET GP 0.5MG 10S,,USV LIMITED.,,,,3004,12,,41.61,,58.25,,,
GLYCOMET GP 1 10S,,USV LIMITED.,,,,3004,12,,87.15,,122,,,
GLYCOMET GP 1 FORTE 10S,,USV LIMITED.,,,,3004,12,,67.85,,95,,,
GLYCOMET GP 2 10S,,USV LIMITED.,,,,3004,12,,136.43,,191,,,
GLYCOMET GP 2 FORTE 10S,,USV LIMITED.,,,,3004,12,,87.5,,122.5,,,
GLYCOMET GP-4 FORTE 10S,,USV LIMITED.,,,,3004,12,,89.15,,124.8,,,
GLYCOMET TRIO 1/0.3 10S,,USV LIMITED.,,,,3004,12,,84.29,,118,,,
GLYCOMET TRIO 1MG 10S,,USV LIMITED.,,,,3004,12,,122.25,,171.15,,,
GLYCOMET TRIO 2 10S,,USV LIMITED.,,,,3004,12,,161.14,,225.6,,,
GLYCOMET TRIO 2/0.3 10S,,USV LIMITED.,,,,3004,12,,102.86,,144,,,
GLYCOMET TRIO FORTE 1 10S,,USV LIMITED.,,,,3004,12,,114.07,,159.7,,,
GLYCOMET TRIO FORTE 2,,USV LIMITED.,,,,3004,12,,151.26,,211.75,,,
GLYCOMET-850 SR 10S,,USV LIMITED.,,,,3004,12,,22.86,,32,,,
GLYCOMET-GP 3/850 1*10S,,USV LIMITED.,,,,3004,12,,79.5,,111.3,,,
GLYNASE MF TAB 10S,,USV LIMITED.,,,,3004,12,,14.54,,20.35,,,
GLYNASE TAB 10S,,USV LIMITED.,,,,3004,12,,4.37,,6.12,,,
GLYNASE XL 10 MG 10 TAB,,USV LIMITED.,,,,3004,12,,10.8,,15.12,,,
GLYNASE XL 5 MG 10 TAB,,USV LIMITED.,,,,3004,12,,6.21,,8.69,,,
GP 1 TAB 10 TAB,,USV LIMITED.,,,,3004,12,,29.6,,41.44,,,
GP 2 TAB 10 TAB,,USV LIMITED.,,,,3004,12,,46.4,,64.96,,,
GP 3 TAB 10 TAB,,USV LIMITED.,,,,3004,12,,72.08,,94.6,,,
GP-0.5MG TAB 10S,,USV LIMITED.,,,,3004,12,,39.29,,55,,,
"GP-4 10,S",,USV LIMITED.,,,,3004,12,,122.14,,171,,,
JALRA 50MG 14S,,USV LIMITED.,,,,3004,12,,257.5,,360.5,,,
JALRA M 50/1000 10S,,USV LIMITED.,,,,3004,12,,232.15,,325,,,
JALRA-M 50/500MG 10S,,USV LIMITED.,,,,3004,12,,232.15,,325,,,
JALRA-M 50MG/850MG 10S,,USV LIMITED.,,,,3004,12,,197.42,,276.38,,,
